Peter O'Hearn,ucl.ac.uk,University College London,Hongseok Yang##Josh Berdine##Dino Distefano##Byron Cook##Richard Bornat##Uday Reddy##John Power##Hayo Thielecke##Matthew J. Parkinson##Jon Riecke##Nikos Gorogiannis##Eran Yahav##Martin Vechev##Ian Wehrman,1
Jack H. Lutz,cs.iastate.edu,Iowa State University,Elvira Mayordomo##David Juedes##John Hitchcock##Scott Summers##David Doty##Matthew Patitz##Robyn Lutz##Titus H. Klinge##Damien Woods##Lance Fortnow##Divita Mathur##Robert Schweller,1
Peter Schneider-Kamp,imada.sdu.dk,University of Southern Denmark,nan,1
Domenico Sicignano,unizar.es,Universidad de Zaragoza,Danilo Tardioli##Luis Riazuelo##Luis Montano##Francisco Lera,1
Yiwei Wang,scarletmail.rutgers.edu,Rutgers University,Chirag Shah##Jiqun LIU,1
João Paulo Papa,fc.unesp.br,nan,Falcao A.X.##Gustavo Henrique de Rosa##Kelton Augusto Pontara da Costa##Danillo Roberto Pereira##Rodrigo Yuji Mizobe Nakamura##Luís A. M. Pereira##João Manuel R. S. Tavares##Xin-She Yang (DPhil)##Clayton Reginaldo Pereira##Aparecido Nilceu Marana##Leandro Passos##Luis Claudio Sugi Afonso##Silke Anna Theresa Weber##Christoph Palm##Ricardo da Silva Torres##Luis Antonio de Souza Júnior##Gustavo Carneiro##Giovani Chiachia##Rodrigo José Pisani##Jacinto C. Nascimento,1
Yi Zeng,ia.ac.cn,Institute of Automation Chinese Academy of Sciences,feifei zhao##Yuxuan Zhao##Sean S O hEigeartaigh##Jess Whittlestone##Yang Liu,1
Tingting Zhu,eng.ox.ac.uk,University of Oxford,David A. Clifton##Gari Clifford##Ilias Tachtsidis##Girmaw Abebe Tadesse##Julien Oster##Reza Sameni##C Louise Thwaites##Raymond Bond##Dewar Finlay##Roi Cohen Kadosh##Ikaro Silva##Alistair Johnson##Tasos Papastylianou##Mauro Santos##Carlos Arteta##Maxim Osipov##Stephen Roberts##Mohammad Ali Maraci,1
Rob Procter,warwick.ac.uk,University of Warwick,Alexander Voss##Mark Rouncefield##Robin A Williams##Maria Liakata##Arkaitz Zubiaga##Meik Poschen##Joe Wherton##Trisha Greenhalgh##Adam Edwards##Kalina Bontcheva##William Housley##Peter Tolmie##Kai Jakobs##Josip Car##brian mckinstry##Claudia Pagliari##Omer Rana##Aziz Sheikh##Azeem Majeed##Kathrin Cresswell,1
Michael Vierhauser,jku.at,Johannes Kepler University Linz,Paul Grünbacher##Rick Rabiser##Jane Cleland-Huang##Alexander Egyed##Wolfgang Heider##Stefan Wallner##Luciano Baresi##Sean Bayley##Sam Guinea##Daniela Rabiser (Lettner)##Jane Huffman Hayes##Ankit Agrawal##Thomas Krismayer##Mona Rahimi##Deepak Dhungana##Christoph Mayr-Dorn##Robyn Lutz##Clément Quinton##Jin L.C. Guo##Manuel Wimmer,1
Grisel Zacca González,infomed.sld.cu,nan,Zaida Chinchilla-Rodríguez##Benjamín Vargas-Quesada##Félix de Moya Anegón##Maria Vidal Ledo##Ileana Alfonso##Yanetsys Sarduy Domínguez##Arelys Infante##Esther Paredes,1
Zhong-Ping Jiang,nyu.edu,NYU,Yu Jiang##David John HILL##Weinan Gao##Yiguang Hong##Iven Mareels##Yuan Wang （王沅）##Henk Nijmeijer##Hiroshi Ito##F.L. Lewis##Jie Huang##Jean-Baptiste Pomet##Wei Zhu##Pablo Carbonell##Andrew R. Teel##Mazenc##Romeo Ortega##Sergey Dashkovskiy##Murat Arcak##Shivendra S  Panwar##Robert Mahony,1
Yu Jiang,clearmotion.com,nan,Zhong-Ping Jiang##Tao Bian##Weinan Gao##Yebin Wang##Scott A. Bortoff##Ning Qian##Masoud Davari##Jie Huang##Yulong Huang##Jin Wu##Chengxi Zhang (张承玺)##Ming-Zhe Dai | 戴明哲,1
Robert Babuska,tudelft.nl,Delft University of Technology,Bart De Schutter##Lucian Busoniu##Zsofia Lendek##Janos Abonyi##Damien Ernst##Uzay Kaymak##Hans Roubos##Thierry Marie Guerra##Jens Kober##Ivo Grondman##Subramanya Prasad Nageshrao##Tim de Bruin##Jiri Kubalik##Alfredo Núñez Vicencio##Amol A. KHALATE##Erik Derner##Xavier Bombois##Ton van den boom##Karl Tuyls##Michel Verhaegen,1
Insu Park,dsu.edu,Dakota State University,H.R. Rao##JEEWON CHO##Shambhu Upadhyaya##Amit Bhatnagar##Mohammad Abdel-Rahman (Al-Ramahi),1
Casey H. Rawson,email.unc.edu,nan,nan,1
Scott Summers,uwplatt.edu,University of Wisconsin--Platteville,nan,1
Emad Rakha,nottingham.ac.uk,University of Nottingham,Daniele Soria##Jonathan M. Garibaldi##Dalia M Abd El-Rehim##Patrick Tighe##sameer mirza##Paul Pharoah##Torsten Nielsen##Rehab Monir Samaka##Simak Ali##Rabab Mohammed##alastair m thompson##Kenny Kong##Timothy D'Alfonso,1
Yih-Chun Hu,illinois.edu,University of Illinois,nan,1
Nilanjan Banerjee,onometra.com,nan,Sajal K. Das##Dipanjan Chakraborty##Koustuv Dasgupta##Ansuman Banerjee##Anupam Joshi##Dr Archan MISRA _##Subir Saha##Dipyaman Banerjee##Sougata Mukherjea##Pradipta De##Swades De##Arun Kumar##Sougata Sen##Balaraman Ravindran##Chatschik Bisdikian##Ajay Mohindra##Sheetal  K Agarwal##Deva P. Seetharam##Jagabondhu Hazra##Shantanu Biswas,1
Paris Avgeriou,rug.nl,University of Groningen,Apostolos Ampatzoglou##Peng Liang##Alexander Chatzigeorgiou##Uwe Zdun##Anton Jansen##Patricia Lago##Symeon Retalis##Philippe Kruchten##Dan Tofan##Danny Weyns##Elisa  Yumi Nakagawa##M. Ali Babar##Andreas Papasalouros##Zengyang Li##Rafael Capilla##Ipek Ozkaya##Antony Tang##Elvira-Maria Arvanitou##Areti Ampatzoglou##Daniel Feitosa,1
Christopher J. Zimmerman,cbs.dk,Copenhagen Business School,Ravi Vatrapu##Daniel Hardt##Mari-Klara Stein,1
Punit (PT) Dadlani,eden.rutgers.edu,Rutgers University,nan,1
Teresa Seco,itainnova.es,nan,Mayte Lázaro,1
Danielle Gonzalez,rit.edu,Rochester Institute of Technology,Mehdi Mirakhorli##Joanna C. S. Santos##Thomas Zimmermann##Meiyappan Nagappan##Fawaz Alhenaki##Nachiappan Nagappan##Waleed Abdu Zogaan##Venera Arnaoudova##Sebastiano Panichella##Annibale Panichella##Devjeet Roy##Patrice Godefroid##Max Schaefer,1
Rodrigo Costas,cwts.leidenuniv.nl,nan,nan,1
Christopher Vendome,miamioh.edu,Miami University,Denys Poshyvanyk##Mario Linares-Vásquez##Gabriele Bavota##Michele Tufano##Massimiliano Di Penta##Carlos Bernal-Cárdenas##Daniel M. German##Simone Scalabrino##Giuseppe Scanniello,1
Rayford Vaughn,uah.edu,University of Alabama in Huntsville,nan,1
Stephanie W Haas,email.unc.edu,University of North Carolina at Chapel Hill,nan,1
Luca Iocchi,diag.uniroma1.it,Sapienza University of Rome,nan,1
Jennifer Rexford,cs.princeton.edu,Princeton University,Nick Feamster##David Walker##Mung Chiang##Nick McKeown##Larry Peterson##Scott Shenker##Michael J. Freedman##Matthew Caesar##Changhoon (Chang) Kim##Minlan Yu##Kang G. Shin##Anja Feldmann##Eric Keller##Nate Foster##Laurent Vanbever##Jacobus (Kobus) Van der Merwe##Hari Balakrishnan##Aman Shaikh##Naga Katta##Xin Jin,1
Christos Kalloniatis,aegean.gr,University of the Aegean,Stefanos Gritzalis##Evangelia (Vagelio) Kavakli##Haralambos Mouratidis##Shareeful Islam##Aggeliki Tsohou,1
Liwei Song,princeton.edu,Princeton University,Prateek Mittal##Reza Shokri##Yun Liao##Lingyang Song##Zhu Han##Kaigui Bian,1
Carlos A. Coello Coello,cs.cinvestav.mx,CINVESTAV,nan,1
Ramon Pires,ic.unicamp.br,University of Campinas,Dr. Anderson Rocha (Associate Profes...##Jacques Wainer##Eduardo Valle##Herbert F Jelinek##Sandra Avila##Siome Goldenstein##Michael D. Abramoff##Junior Fabian Arteaga,1
Dorian Gálvez-López,nianticlabs.com,nan,Juan D. Tardós##J.M. Martínez Montiel##Javier Civera##Michael Beetz##Raffaello D'Andrea##Luis Riazuelo##Rob Janssen##José Neira##Marta Salas##Patric Jensfelt##Cesar Cadena##Luis Montano##Gabe Sibley##Fabio Ramos##Pedro Piniés##Lina María Paz##Lars Kunze##John G. (Jack) Morrison##András Majdik##Gajamohan Mohanarajah,1
Preetam Ghosh,vcu.edu,Virginia Commonwealth University,Vasco Ariston de Carvalho Azevedo##Debmalya Barh##Sajal K. Das##Ed Perkins##Samik Ghosh##Artur Luiz da Costa da Silva##Vijay Rangachari##Vijender Chaitankar##Henrique César Pereira Figueiredo##Syed Babar Jamal##Ashwin Vaidya##Rommel Ramos##Siomar de Castro Soares##Nirmalya Roy##Neha Jain##Ping Gong##Mayank Raj##Thang N. Dinh##Felipe Luiz Pereira##Dexter Dean,1
Yan Chen,umich.edu,University of Michigan,Sherry Li##Onur Kesten##Joseph A. Konstan##Robert E. Kraut##Roy Chen##Tayfun Sönmez##Tracy Xiao Liu##F. Maxwell Harper##Peter Katuščák##Emre Ozdenoren##Qiaozhu Mei##Paul Resnick##Scott E Page##Jenna Bednar##Yong-Mi Kim##Lada Adamic##Jiang Yang 杨疆##Teck-Hua Ho##Kan Takeuchi##Iman Yeckehzaare,1
Jaelson  Castro,cin.ufpe.br,Universidade Federal de Pernambuco,nan,1
İlker Bozcan,eng.au.dk,Aarhus University,Sinan Kalkan##Fethiye Irmak Doğan,1
Uwe Aickelin,unimelb.edu.au,University of Melbourne,Julie Greensmith##Peer-Olaf Siebers##Jamie Twycross##Jonathan M. Garibaldi##Steve Cayzer##Edmund Kieran Burke##Feng Gu##Chris W Clegg##Gianni Tedesco##Jan Feyereisl##Jenna Reps##Amanda Whitbrook##Peter J Bentley##Jingpeng Li##Grazziela P. Figueredo##Christian Wagner##Dipankar Dasgupta IEEE Fellow##Hadi Akbarzadeh Khorshidi##haichang gao##Yousof Al-Hammadi,1
Dan Cosley,nsf.gov,National Science Foundation,Loren Terveen##Victoria Schwanda Sosik##Shyong (Tony) Lam##Susan Fussell##Joseph A. Konstan##Istvan Albert##Amit Sharma##Daniel Huttenlocher##Siddharth Suri##Natalya (Natalie) Bazarova##Tejas Peesapati##Hao-Chuan Wang##David Crandall##Sean M. McNee##Howard Welser##Johnathon Schultz##Shilad Sen##Stephen Voida##Jeffrey T. Hancock##Robert E. Kraut,1
Zhongju Zhang,asu.edu,Arizona State University,Weiguo Fan Patrick Fan##Jan Stallaert##Peng Huang,1
J.K.Udupa,mail.med.upenn.edu,nan,nan,1
David Jurgens,umich.edu,University of Michigan,Derek Ruths##Roberto Navigli##Dan Jurafsky##Mohammad Taher Pilehvar##Vinodkumar Prabhakaran##Yulia Tsvetkov##Tsai-Ching Lu##Rob Voigt##Eshwar Chandrasekharan##Saif M. Mohammad##Andrew Piper##Daniel McFarland##Srijan Kumar##Libby Hemphill##William L Hamilton##Nicholas Camp##Yi Tian Xu##Zijian Wang##Ryan Compton##Peter Turney,1
Hicham Elmongui,alexu.edu.eg,Alexandria University,Denis Gracanin##Walid G. Aref##Mohamed Mokbel##Jingren Zhou##Per-Ake Larson##Mohamed Handosa##Stephen Edwards##Jeremy Ernst##Clifford A. Shaffer##Sally Hamouda##Mohamed Magdy Gharib Farag##Steve Sheetz##Andrea Kavanaugh##Mikhail Atallah##Jeffrey S. Vitter##Ahmed Elmagarmid##Ihab F. Ilyas##Rahul Shah##Kresimir Matkovic##Elisa Bertino,1
Sliman Bensmaia,uchicago.edu,University of Chicago,Hannes Saal##Mark Hollins##Francesco Tenore##Benoit Delhaye##Gregg Tabot##Lee E. Miller##Justin Lieber##Robert A Gaunt##R. Jacob Vogelstein##Louise Manfredi##Sung Soo Kim##Thierri Callier##Jeffrey M. Yau##Alison I Weber##Dustin J. Tyler PhD##Aneesha K. Suresh##James Goodman##John E. Downey##Sharlene Flesher##Jennifer L Collinger,1
Patricia Morellato,unesp.br,UNESP,Bruna Alberton##Ricardo da Silva Torres##Maria Gabriela Gutierrez Camargo##Geraldo Wilson Fernandes##Jurandy Almeida##Daniel Wisbech Carstensen##Thiago Sanna Freire Silva##Mauro Galetti##Elise Buisson##Jefersson A. dos Santos##Fernando A. O. Silveira##Vanessa G. Staggemeier##Marco Aurelio Pizo##Soizig Le Stradic##Swanni T.  Alvarado##Frederico de Siqueira Neves##Daniel Negreiros##Greice C. Mariano PhD##Irene Mendoza (ORCID: 0000-0002-3...##Marco Antonio Assis,1
Koustuv Dasgupta,gs.com,nan,nan,1
Deva P. Seetharam,alum.mit.edu,nan,Jagabondhu Hazra##Tanuja Ganu##Shivkumar Kalyanaraman##Kaushik Das##Liyanage C De Silva (LC De Silva)##Rajesh Kunnath##Zainul Charbiwala##Dipanjan Chakraborty##Harshad Khadilkar##Balakrishnan Narayanaswamy##neha sengupta##Mohit Jain##Vikas Chandan##Tri Kurniawan Wijaya##Yogish Sabharwal##jayant kalagnanam##Venkatesan Chakaravarthy##Yedendra Shrinivasan##Michael Broxton##Joseph Paradiso,1
kangkook Jee,utdallas.edu,University of Texas at Dallas,Angelos D. Keromytis##Vasileios P. Kemerlis##Georgios Portokalidis##David I. August##Michalis Polychronakis##Theofilos Petsios,1
Renato Stehling,avanade.com,nan,Mario A. Nascimento##Falcao A.X.,1
haichang gao,xidian.edu.cn,Xidian University,Uwe Aickelin##Jeff Yan,1
Hayo Thielecke,cs.bham.ac.uk,University of Birmingham,Josh Berdine##Peter O'Hearn##John Power##Asiri Rathnayake##Uday Reddy##Paul Blain Levy##Jon Riecke##Carsten Führmann##Alan P. Sexton##Michael Fourman##Olivier Danvy##Maxim Strygin,1
Andrian Marcus,utdallas.edu,University of Texas at Dallas,Jonathan I. Maletic##Denys Poshyvanyk##Gabriele Bavota##Rocco Oliveto##Sonia Haiduc##Laura Moreno##Andrea De Lucia##Václav Rajlich##Tim Menzies##Jairo Aponte##Oscar Chaparro##Giuliano (Giulio) Antoniol##Massimiliano Di Penta##Yann-Gaël Guéhéneuc##Louis Feng##Michael L. Collard##Rudolf Ferenc##Gerardo Canfora##Juan Manuel Florez##Thomas Zimmermann,1
Nicola Zeni,unitn.it,University of Trento,Luisa Mich##John Mylopoulos##James R Cordy##Annie I. Antón##Travis Breaux##Roberta Ferrario##Francesco Setti##Dong Seon Cheng##Marco Cristani##Priscila Engiel##mariano ceccato##Carlo Meghini##Basar Oztaysi##mariangela franch##Maria Della Lucia##Preben Hansen##Micke Kuwahara##Periklis Andritsos##Vítor E. Silva Souza##Sami Abduljalil Abdulhak Naji,1
Pius Egbelu,njit.edu,New Jersey Institute of Technology,nan,1
Ratnesh K Sharma PhD PE,scu.edu,nan,nan,1
Joomi Lee,uga.edu,University of Georgia,Allison Eden##David Ewoldsen##David Beyea##Sanguk Lee##Gary Bente##Eric Novotny##Daniel Roth##Reed M. Reynolds##Hamid Ekbia,1
Siddharth Suri,microsoft.com,nan,nan,1
Irene Mendoza (ORCID: 0000-0002-3288-6366),ebd.csic.es,CSIC,Regino Zamora##Luis Matías##Pierre-Michel A. A. Forget##Patricia Morellato##Jorge Castro##Carlos Peres##Lorena Gómez-Aparicio##José Luis Quero (ORCID: 0000-0001-...##Teodoro Marañón##Ignacio Manuel Pérez-Ramos##José A. Hódar##Abernethy K*##Bruna Alberton##Elise Buisson##Daniel Wisbech Carstensen##Swanni T.  Alvarado##Thiago Sanna Freire Silva##Vanessa G. Staggemeier##Maria Gabriela Gutierrez Camargo##olivier boissier,1
Sonia Haiduc,cs.fsu.edu,Florida State University,Andrian Marcus##Gabriele Bavota##Rocco Oliveto##Andrea De Lucia##Massimiliano Di Penta##Esteban Parra Rodriguez##Tim Menzies##Laura Moreno##Javier Escobar-Avila##Andrea Mocci##Jairo Aponte##Barbara Russo##Paolo Tonella##Chris Mills##Michele Lanza##Luca Ponzanelli##Surafel Lemma Abebe##Giuliano (Giulio) Antoniol##Gregory Gay##Mir Hasan,1
Luis Riazuelo,unizar.es,Universidad de Zaragoza,Luis Montano##J.M. Martínez Montiel##Danilo Tardioli##Javier Civera##Juan D. Tardós##Dorian Gálvez-López##Domenico Sicignano##Ana C. Murillo##Íñigo Alonso Ruiz##Alejandro R. Mosteo##Francisco Lera##Luis Montesano##Pablo Urcola,1
olivier boissier,emse.fr,Ecole des Mines de Saint-Etienne,Jomi Fred Hübner##Jaime Simão Sichman##Alessandro Ricci##Gauthier Picard##Yves Demazeau##Rafael H. Bordini##Antoine Zimmermann##Adina Magda Florea##Grégory Bonnet##Andrei Ciortea##Amro Najjar##Benjamin Gâteau##Laurent Vercouter##Nicolas Cointe##flavien balbo##Dr. Djamel KHADRAOUI##Luciano Reis Coutinho##Andrea Santi##Eric Dubois##Maiquel De Brito,1
Philippe Mongeon,dal.ca,Dalhousie University,Vincent Larivière##Adèle Paul-Hus##Stefanie Haustein##Cassidy R. Sugimoto##Fei Shu##Rodrigo Costas##Maxime Sainte-Marie##Andrew Tsou##Elise Smith##Mike Thelwall##Kyle Siler##Timothy D. Bowman##Wei Jeng##Nicolás Robinson-García##Anabel Quan-Haase##Juan Pablo Alperin##Christine Brodeur##Catherine Beaudry##Ridde##Thed van Leeuwen,1
Tejas Peesapati,google.com,Google,Dan Cosley##Victoria Schwanda Sosik##Johnathon Schultz##Hao-Chuan Wang##Maurice D. Mulvenna,1
Juan D. Tardós,unizar.es,Universidad de Zaragoza,José Neira##J.M. Martínez Montiel##Jose A. Castellanos##Raúl Mur-Artal##Dorian Gálvez-López##Pedro Piniés##Lina María Paz##Paul Newman##David Ribas##Pere Ridao Rodríguez##John Leonard##Carlos Campos Martinez##Luis Montano##Ian D Reid##Juan J. Gómez Rodríguez##Luis Riazuelo##Richard Elvira##Wolfram Burgard##Marta Salas##Mark Cummins,1
Kim Normann Andersen,cbs.dk,Copenhagen Business School,Helle Zinner Henriksen##Rony Medaglia##Niels Bjørn-Andersen##Ravi Vatrapu##Maria A. Wimmer##Jeppe Agger Nielsen##Åke Grönlund##Lester Lasrado##Hans Jochen Scholl##Carsten Greve##Torkil Clemmensen##Carl Erik Moe##Robin Gauld##Jacob Torfing##T.M. van Engers##Enrico Francesconi##Steve Elliot##Jason Dedrick##Karl Löfgren##Upkar Varshney,1
Manish Gupta,buffalo.edu,State University of New York at Buffalo,nan,1
Bart De Schutter,tudelft.nl,Delft University,Hans Hellendoorn##Robert Babuska##Ton van den boom##Rudy R. Negenborn##Andreas Hegyi##De Moor Bart##Lucian Busoniu##Alfredo Núñez Vicencio##Maurice Heemels##Zsofia Lendek##Tamas Keviczky##Yihui Wang##Michel Verhaegen##Shu Lin##Damien Ernst##Minh Dang Doan##Alberto Bemporad##Ion Necoara##L. D. Baskar##Simone Baldi,1
Dongho Choi,rutgers.edu,Rutgers The State University of New Jersey,Chirag Shah##Ziad Matni##Vivek K. Singh,1
Pimenta  Marcelo S.,inf.ufrgs.br,UFRGS,Damián Keller##Isabela Gasparini##Evandro Manara Miletto##Luciano Vargas Flores##José Palazzo Moreira de Oliveira##Carla M. Dal Sasso Freitas##Fabio Petrillo##Marco Winckler##Leandro Lesqueves Costalonga##Eduardo Kessler Piveta##Luciana Nedel##Marcelo Queiroz##Marcelo Johann##Renata Galante##Alexandre Torres##François Bouchet##Silvia Schiaffino##Analia Amandi##Ana Marilza Pernas##Eduardo R Miranda,1
Liuhua Chen,g.clemson.edu,Clemson University,Chenxi Qiu##Yuhua Lin##Zhuozhao Li##Karan Sapra,1
Daniele Soria,kent.ac.uk,University of Kent,Jonathan M. Garibaldi##Emad Rakha##Graham Ball##Elia Mario Biganzoli##Jenna Reps##Christian Wagner##Uwe Aickelin##Mohammed Aleskandarany MD PhD##Utkarsh Agrawal##BM Syed,1
Mark Hollins,email.unc.edu,nan,nan,1
Michael Holst,math.ucsd.edu,UC San Diego,Nathan Baker##Zeyun Yu##Stephen Bond##Yunrong Zhu##Yongcheng Zhou##Benzhuo Lu##Jinchao Xu##Tsogtgerel Gantumur##Pete Kekenes-Huskey##Burak Aksoylu##Long Chen##Yongjie Jessica Zhang##Johan Hake##Chandrajit Bajaj##Mark Ellisman##Deqiang Zhang##Andrew Gillette##Mats G Larson##Frank B. Sachse##Harald Pfeiffer,1
Alberto Sardinha,tecnico.ulisboa.pt,Instituto Superior Técnico,Carlos José Pereira de Lucena##Norman Sadeh##Francisco S. Melo##James Andrews##Alessandro Garcia##Awais Rashid##Vânia Mendonça##Luisa Coheur##Ruzanna Chitchyan##Luciana Barbosa##Ruy Luiz Milidiu##Ana Paiva##Pedro Sequeira##Jhielson M. Pimentel##Pedro U. Lima##André Mateus##Artur Rodrigues##Miguel Faria##Ana Moreira##Joao Araujo,1
Mona Rahimi,cs.niu.edu,Northern Illinois University,nan,1
Maxim Strygin,cs.bham.ac.uk,University of Birmingham,nan,1
Pawan Lingras,cs.smu.ca,nan,nan,1
Václav Rajlich,wayne.edu,Wayne State University,Andrian Marcus##Denys Poshyvanyk##Giuliano (Giulio) Antoniol##Yann-Gaël Guéhéneuc##Jonathan I. Maletic##Tibor Gyimothy##Radu Vanciu##Árpád Beszédes##Judit Jász##keith gallagher##Gerardo Canfora##Harald Gall##Katsuro Inoue##Kostas Kontogiannis,1
Zainul Charbiwala,tricog.com,nan,Mani Srivastava##Thomas Schmid##Young H. Cho##Harshad Khadilkar##Supriyo Chakraborty##Tanuja Ganu##Deva P. Seetharam##Haksoo Choi##Vikas Chandan##Rajesh Kunnath##Chatschik Bisdikian##Ting He##Paul D Martin##Mohit Jain##Prabal Dutta##Stefano Soatto##Dejan Markovic##Shivkumar Kalyanaraman##Jagabondhu Hazra##Sathyajith Mathew,1
Yehuda Koren,google.com,Google,nan,1
Peter J Bentley,cs.ucl.ac.uk,University College London,Soo Ling Lim##Jonathan Wakefield##Jon Timmis##David Basanta##Elizabeth A. Holm##Navneet Bhalla##Supiya (Ujjin) Charoensiriwath##David Corne##Uwe Aickelin##Hooman Shayani##Julie Greensmith##Miguel Coimbra##Andy Tyrrell##Fuyuki Ishikawa##Steve Cayzer##Jamie Twycross##vincenzo cutello##Ehud Schlessinger##Arturo Araujo##Peter Meltzer,1
Katia Denise Saraiva Bresciani,fmva.unesp.br,nan,A. F. T. Amarante##Gilson Hélio Toniollo##Solange M. Gennari##Elisa San Martin Mouriz Savani##Mary Marcondes##SIMONE BALDINI LUCHEIS##Hilda FJ Pena##Jose Luiz Laus##Reinaldo José da Silva##Professor Associado Cecílio Viega So...,1
Rafael Capilla,urjc.es,Rey Juan Carlos University,Jan Bosch##Paris Avgeriou##M. Ali Babar##Antony Tang##Philippe Kruchten##Mike Hinchey##Uwe Zdun##Patricia Lago##Anton Jansen##Pablo Trinidad##Davide Falessi##Claudia Raibulet##Antonio Ruiz Cortés##Raffaela Mirandola##Kyo Kang##patrizia scandurra##Salva Trujillo##Lionel Briand##Huy Tran##Jochen Küster,1
Fábio Cappabianco,unifesp.br,Universidade Federal de São Paulo,Falcao A.X.##Paulo A. V. Miranda##Jaime S Ide##CLARISSA LIN YASUDA##Leonardo Marques Rocha##J.K.Udupa##João Paulo Papa##Felipe P. G. Bergo##Fernando Cendes##Alexandre Levada##Rodrigo Yuji Mizobe Nakamura##Edgar Julian Paredes-Gamero##Lucy Choque Mansilla##Guido Araujo,1
Alexander R. Fabbri,salesforce.com,nan,Dragomir Radev##Irene Li##Rui Zhang##Smaranda Muresan##Caiming Xiong##Jungo Kasai##Tao Yu##Wojciech Kryściński,1
Barbara Wildemuth,unc.edu,University of North Carolina at Chapel Hill,nan,1
sandra slaughter,scheller.gatech.edu,Georgia Institute of Technology,Chris F. Kemerer##Donald Harter##IL-Horn Hann##M.S. Krishnan##Jim Herbsleb##Robert E. Kraut##Damien Joseph##Richard Baskerville##Balasubramaniam Ramesh##Waifong Boh##Pär J. Ågerfalk##Brian Fitzgerald##Nishtha Langer##Audris Mockus##Kok-Yee Ng##Chris Forman##Gregory D. Moody##Ravi Bapna##E. Ilana Diamant PhD,1
Manuel Kolp,uclouvain.be,University of Louvain,Yves Wautelet##John Mylopoulos##Paolo Giorgini##Jaelson  Castro##Samedi Heng##Jean Vanderdonckt##Stephan Poelmans##Brian Henderson-Sellers##Ivan Jureta##Loris Penserini##Haralambos Mouratidis##Eric Yu##Alessandro Garcia##Anna Perini##Marco Pistore##Sjaak Brinkkemper##Lin Liu (刘璘)##Christophe Schinckus##Ariel Fuxman##Luca Spalazzi,1
Maged N. Kamel Boulos,mail.sysu.edu.cn,nan,Steve Wheeler##Ray Jones##Inocencio Daniel Maramba##Abdul Roudsari##Robert Dellavalle##Dean Giustini##John G. Breslin##Carlos Tavares##ER Burtner##David N Crowley##Bernd Resch##Athanasios Anastasiou##Chante Karimkhani##Gearóid ÓLaighin##Angelo Martins##Artur Rocha##John Nelson##Gunho Sohn##Antonio Sanfilippo##Courtney (Court) Corley,1
Tanuja Ganu,microsoft.com,nan,Deva P. Seetharam##Shivkumar Kalyanaraman##Rajesh Kunnath##Dipanjan Chakraborty##George Thanos##Sunil Ghai,1
Israel Cruz Vega,inaoep.mx,Instituto Nacional de Astrofísica Óptica y Electrónica,José de Jesús Rangel-Magdaleno##Juan Manuel Ramirez-Cortes##Hayde Peregrina-Barreto##Jose Martinez-Carranza##Hugo Jair Escalante##Pilar Gómez-Gil##Roberto Morales Caporal##Esteban Tlelo-Cuautle##Carlos Morales-Perez##Omar Guillén Fernández##L. Oyuki Rojas-Perez##Wen Yu##O. sandre hernandez##Jesus A. Gonzalez##Alejandro Rosales-Pérez##Carlos A Reyes-Garcia##Leopoldo Altamirano Robles##Mauricio A. García Limón,1
R. Manmatha,cs.umass.edu,nan,Victor Lavrenko##Alex Smola##James Allan##I. Zeki Yalniz##C. V. Jawahar##Chao-Yuan Wu##W. Bruce Croft##Horst Bunke##Brian Neil Levine##Donald Metzler##Tingxin Yan##Deepak Ganesan##Andrew McCallum##David A. Smith##Venu Govindaraju,1
Pablo Urcola,bitbrain.es,nan,Luis Montano##Mayte Lázaro##Jose A. Castellanos##Luis Riazuelo##Tom Duckett##Grzegorz Cielniak,1
Andrea Pennisi,allianz.be,nan,Luca Iocchi##Daniele Nardi##Antonio Facchiano##Fabio Previtali##Andrea Vitaletti##Francesco Ficarola##Esra Erdem##Mayte Lázaro##Claudio Roberto Gaz,1
Tilo Kircher,staff.uni-marburg.de,University of Marburg,Benjamin Straube##Volker Arolt##Hans-Ulrich Wittchen##Nadim Joni Shah##Univ.-Prof. Dr. Alexander L. Gerlach##Alfons Hamm##Sören Krach##Tony Stoecker##Udo Dannlowski##Michael Brammer##Georg W. Alpers##Andrew T. Gloster##Jan Richter##Andreas Reif##Thomas Fydrich##Kerstin Konrad##Susanne Weis##Stephanie Witt##Steve C R Williams##Nina Romanczuk-Seiferth OR Nina Se...,1
Alexei Lapouchnian,cs.toronto.edu,University of Toronto,nan,1
Hsin-Hsiung Huang,ucf.edu,University of Central Florida,Jie Yang##Chenglong Yu##Troy Hernandez##Wingyan Chung##Tu Xu##Yi-Ren Yeh##Zheyuan Zhu##Cantor rm##Erin Edward Austin##Ake T. Lu,1
Christophe Schinckus,ufv.ca,nan,nan,1
Manuel Montes-y-Gómez,inaoep.mx,nan,Luis Villaseñor Pineda##Hugo Jair Escalante##Paolo Rosso##Aurelio Lopez-Lopez##Thamar Solorio##Luis Enrique Sucar##Fabio Gonzalez##Adrián Pastor López-Monroy##Alexander Gelbukh##Esaú Villatoro Tello##Rafael Guzman Cabrera##Eduardo Morales##Marcelo Luis Errecalde##Rosa M. Ortega-Mendoza##Jesus A. Gonzalez##Upendra Sapkota##Luis C Gonzalez##donato hernández fusilier##RITA MARINA ACEVES PEREZ##Francisco Rangel,1
